0,0,0,0,0,0,3.7217e-305,1.3977e-265,7.2967e-231,1.7124e-200,5.3158e-174,5.8688e-151,5.683e-131,1.0967e-113,8.8652e-99,5.8642e-86,5.7874e-75,1.4568e-65,1.5058e-57,9.734e-51,5.6937e-45,4.1598e-40,5.0194e-36,1.2719e-32,8.3042e-30,1.6598e-27,1.1717e-25,3.2818e-24,3.9989e-23,2.2725e-22,6.3231e-22,8.8653e-22,6.3231e-22,2.2725e-22,3.9989e-23,3.2818e-24,1.1717e-25,1.6598e-27,8.3042e-30,1.2719e-32,5.0194e-36,4.1598e-40,5.6937e-45,9.734e-51,1.5058e-57,1.4568e-65,5.7874e-75,5.8642e-86,8.8652e-99,1.0967e-113,5.683e-131,5.8688e-151,5.3158e-174,1.7124e-200,7.2967e-231,1.3977e-265,3.7217e-305,0,0,0,0,0,0
0,0,0,0,0,8.4635e-297,1.9999e-256,3.9997e-221,2.3393e-190,1.2527e-163,1.7493e-140,1.6566e-120,2.5383e-103,1.3828e-88,5.4462e-76,2.9311e-65,3.8049e-56,1.9731e-48,6.3805e-42,1.9021e-36,7.3519e-32,4.9504e-28,7.4872e-25,3.1595e-22,4.4681e-20,2.4681e-18,6.0417e-17,7.2574e-16,4.6349e-15,1.6715e-14,3.5498e-14,4.5504e-14,3.5498e-14,1.6715e-14,4.6349e-15,7.2574e-16,6.0417e-17,2.4681e-18,4.4681e-20,3.1595e-22,7.4872e-25,4.9504e-28,7.3519e-32,1.9021e-36,6.3805e-42,1.9731e-48,3.8049e-56,2.9311e-65,5.4462e-76,1.3828e-88,2.5383e-103,1.6566e-120,1.7493e-140,1.2527e-163,2.3393e-190,3.9997e-221,1.9999e-256,8.4635e-297,0,0,0,0,0
0,0,0,0,7.3843e-292,1.9443e-250,2.4663e-214,5.5919e-183,7.5857e-156,1.866e-132,2.2937e-112,3.5443e-95,1.5881e-80,4.3844e-68,1.4664e-57,1.0864e-48,3.045e-41,5.1788e-35,8.087e-30,1.6634e-25,6.1577e-22,5.3653e-19,1.383e-16,1.2797e-14,4.9966e-13,9.4137e-12,9.5464e-11,5.6881e-10,2.132e-09,5.2896e-09,8.9997e-09,1.0719e-08,8.9997e-09,5.2896e-09,2.132e-09,5.6881e-10,9.5464e-11,9.4137e-12,4.9966e-13,1.2797e-14,1.383e-16,5.3653e-19,6.1577e-22,1.6634e-25,8.087e-30,5.1788e-35,3.045e-41,1.0864e-48,1.4664e-57,4.3844e-68,1.5881e-80,3.5443e-95,2.2937e-112,1.866e-132,7.5857e-156,5.5919e-183,2.4663e-214,1.9443e-250,7.3843e-292,0,0,0,0
0,0,0,3.1587e-290,1.7607e-247,2.5023e-210,3.6315e-178,1.9358e-150,1.2287e-126,2.7248e-106,5.6274e-89,2.6331e-74,6.225e-62,1.5271e-51,7.389e-43,1.2466e-35,1.2118e-29,1.0538e-24,1.2019e-20,2.5024e-17,1.2625e-14,1.9638e-12,1.154e-10,3.0358e-09,4.1144e-08,3.2225e-07,1.6001e-06,5.4206e-06,1.3257e-05,2.4405e-05,3.4805e-05,3.9105e-05,3.4805e-05,2.4405e-05,1.3257e-05,5.4206e-06,1.6001e-06,3.2225e-07,4.1144e-08,3.0358e-09,1.154e-10,1.9638e-12,1.2625e-14,2.5024e-17,1.2019e-20,1.0538e-24,1.2118e-29,1.2466e-35,7.389e-43,1.5271e-51,6.225e-62,2.6331e-74,5.6274e-89,2.7248e-106,1.2287e-126,1.9358e-150,3.6315e-178,2.5023e-210,1.7607e-247,3.1587e-290,0,0,0
0,0,7.186e-292,1.7367e-247,5.2353e-209,8.555e-176,2.9449e-147,7.4459e-123,4.3422e-102,1.6585e-84,1.0699e-69,2.7414e-57,6.0139e-47,2.2418e-38,2.6083e-31,1.6187e-25,8.5626e-21,5.8015e-17,7.1511e-14,2.1646e-11,2.0747e-09,7.7953e-08,1.3714e-06,1.3076e-05,7.6134e-05,0.00029795,0.00084579,0.0018481,0.0032519,0.0047622,0.0059355,0.0063786,0.0059355,0.0047622,0.0032519,0.0018481,0.00084579,0.00029795,7.6134e-05,1.3076e-05,1.3714e-06,7.7953e-08,2.0747e-09,2.1646e-11,7.1511e-14,5.8015e-17,8.5626e-21,1.6187e-25,2.6083e-31,2.2418e-38,6.0139e-47,2.7414e-57,1.0699e-69,1.6585e-84,4.3422e-102,7.4459e-123,2.9449e-147,8.555e-176,5.2353e-209,1.7367e-247,7.186e-292,0,0
0,8.0149e-297,1.866e-250,2.4342e-210,8.437e-176,3.2803e-146,5.3947e-121,1.2685e-99,1.2972e-81,1.5854e-66,5.776e-54,1.4261e-43,4.9701e-35,4.688e-28,2.1239e-22,7.6325e-18,3.3617e-14,2.6384e-11,5.0765e-09,3.1348e-07,7.7807e-06,9.3511e-05,0.00063372,0.0027391,0.0083317,0.019274,0.036014,0.056913,0.078712,0.097636,0.11042,0.11492,0.11042,0.097636,0.078712,0.056913,0.036014,0.019274,0.0083317,0.0027391,0.00063372,9.3511e-05,7.7807e-06,3.1348e-07,5.0765e-09,2.6384e-11,3.3617e-14,7.6325e-18,2.1239e-22,4.688e-28,4.9701e-35,1.4261e-43,5.776e-54,1.5854e-66,1.2972e-81,1.2685e-99,5.3947e-121,3.2803e-146,8.437e-176,2.4342e-210,1.866e-250,8.0149e-297,0
3.4297e-305,1.8674e-256,2.3338e-214,3.4832e-178,2.8637e-147,5.3192e-121,8.1696e-99,3.4002e-80,1.1298e-64,7.9726e-52,2.8814e-41,1.1721e-32,1.0797e-25,4.1721e-20,1.1591e-15,3.6943e-12,2.0174e-09,2.6553e-07,1.1222e-05,0.00019337,0.0016527,0.0082152,0.026975,0.064697,0.12256,0.19472,0.2714,0.34314,0.4031,0.44742,0.47437,0.4834,0.47437,0.44742,0.4031,0.34314,0.2714,0.19472,0.12256,0.064697,0.026975,0.0082152,0.0016527,0.00019337,1.1222e-05,2.6553e-07,2.0174e-09,3.6943e-12,1.1591e-15,4.1721e-20,1.0797e-25,1.1721e-32,2.8814e-41,7.9726e-52,1.1298e-64,3.4002e-80,8.1696e-99,5.3192e-121,2.8637e-147,3.4832e-178,2.3338e-214,1.8674e-256,3.4297e-305
1.2697e-265,3.6817e-221,5.2164e-183,1.8304e-150,7.1376e-123,1.233e-99,3.3519e-80,4.5571e-64,8.843e-51,6.3045e-40,3.8516e-31,4.2821e-24,1.6838e-18,4.1887e-14,1.0912e-10,4.5875e-08,4.4934e-06,0.00013951,0.0017716,0.011331,0.043151,0.11171,0.2179,0.34652,0.47654,0.59178,0.68464,0.75423,0.80317,0.83501,0.85281,0.85852,0.85281,0.83501,0.80317,0.75423,0.68464,0.59178,0.47654,0.34652,0.2179,0.11171,0.043151,0.011331,0.0017716,0.00013951,4.4934e-06,4.5875e-08,1.0912e-10,4.1887e-14,1.6838e-18,4.2821e-24,3.8516e-31,6.3045e-40,8.843e-51,4.5571e-64,3.3519e-80,1.233e-99,7.1376e-123,1.8304e-150,5.2164e-183,3.6817e-221,1.2697e-265
6.5333e-231,2.1223e-190,6.9745e-156,1.1451e-126,4.1025e-102,1.2427e-81,1.0978e-64,8.7157e-51,1.7195e-39,2.1e-30,3.5805e-23,1.749e-17,4.594e-13,1.1206e-09,4.0566e-07,3.2436e-05,0.0007991,0.007982,0.040399,0.12376,0.2637,0.43472,0.60037,0.73609,0.8348,0.90081,0.94247,0.9677,0.98248,0.99078,0.99495,0.99622,0.99495,0.99078,0.98248,0.9677,0.94247,0.90081,0.8348,0.73609,0.60037,0.43472,0.2637,0.12376,0.040399,0.007982,0.0007991,3.2436e-05,4.0566e-07,1.1206e-09,4.594e-13,1.749e-17,3.5805e-23,2.1e-30,1.7195e-39,8.7157e-51,1.0978e-64,1.2427e-81,4.1025e-102,1.1451e-126,6.9745e-156,2.1223e-190,6.5333e-231
1.5108e-200,1.1199e-163,1.6906e-132,2.5023e-106,1.5441e-84,1.4967e-66,7.6332e-52,6.123e-40,2.0693e-30,7.1035e-23,5.4012e-17,1.8034e-12,4.7924e-09,1.6895e-06,0.00012189,0.0025858,0.021739,0.092171,0.23857,0.43695,0.63293,0.78644,0.88766,0.94609,0.97631,0.99046,0.99649,0.99882,0.99963,0.9999,0.99998,1,0.99998,0.9999,0.99963,0.99882,0.99649,0.99046,0.97631,0.94609,0.88766,0.78644,0.63293,0.43695,0.23857,0.092171,0.021739,0.0025858,0.00012189,1.6895e-06,4.7924e-09,1.8034e-12,5.4012e-17,7.1035e-23,2.0693e-30,6.123e-40,7.6332e-52,1.4967e-66,1.5441e-84,2.5023e-106,1.6906e-132,1.1199e-163,1.5108e-200
